,,Burglary/Breaking & Entering,All Other Larceny,Destruction/Damage/Vandalism of Property,Motor Vehicle Theft,Simple Assault,Shoplifting,Aggravated Assault,Intimidation,Theft From Building,Theft of Motor Vehicle Parts or Accessories,Robbery,Trespass of Real Property,Impersonation,Credit Card/Automated Teller Machine Fraud,"Family Offenses, Nonviolent",Drug/Narcotic Violations,Driving Under the Influence,False Pretenses/Swindle/Confidence Game,Weapon Law Violations,Bad Checks,Counterfeiting/Forgery,Prostitution,Stolen Property Offenses,Pocket-picking,Fondling,Drug Equipment Violations,Wire Fraud,Embezzlement,Rape,Liquor Law Violations,Sodomy,Curfew/Loitering/Vagrancy Violations,Arson,Purse-snatching,Sexual Assault With An Object,Kidnapping/Abduction,Peeping Tom,Welfare Fraud,Extortion/Blackmail,Incest,Identity Theft,Assisting or Promoting Prostitution,Murder & Nonnegligent Manslaughter,Pornography/Obscene Material,Theft From Coin-Operated Machine or Device,Negligent Manslaughter,Justifiable Homicide,Betting/Wagering,Statutory Rape,Theft From Motor Vehicle,Hacking/Computer Invasion,Animal Cruelty,Purchasing Prostitution,Drunkenness,"Human Trafficking, Commercial Sex Acts",Bribery,Operating/Promoting/Assisting Gambling,Gambling Equipment Violation,"Human Trafficking, Involuntary Servitude"
6,2008,0.09290283277490101,0.08791208791208792,0.09399886234357224,0.07124284971398856,0.08010899182561308,0.08624376336421953,0.08876560332871013,0.08076358296622614,0.07832422586520947,0.09511698880976602,0.06894484412470024,0.07650273224043716,0.0772626931567329,0.07647058823529412,0.0678617157490397,,0.0600375234521576,0.08580343213728549,0.0728476821192053,0.06542056074766354,0.07941176470588235,0.14233576642335766,0.0916030534351145,0.05263157894736842,0.07262569832402235,0.09812108559498957,0.09803921568627451,,0.1259259259259259,0.12468193384223919,0.05263157894736842,0.08823529411764706,0.1411764705882353,,0.2,0.07407407407407407,,,0.07407407407407407,,,0.07692307692307693,0.03571428571428571,,0.058823529411764705,,,,0.14285714285714285,,,,,,,,,,
6,2009,0.07633010882708585,0.09070548712206047,0.08928010059729645,0.0709240729841083,0.08385826771653543,0.08190652475705691,0.09658762290341237,0.08995633187772925,0.08144269924374636,0.08454810495626822,,0.08873720136518772,0.0847457627118644,0.07839262187088274,0.09989023051591657,0.06347031963470319,0.07356507679870655,0.08653846153846154,0.0912106135986733,,0.0830860534124629,0.0625,0.0752212389380531,,0.05789473684210526,0.07429718875502007,0.06382978723404255,0.05421686746987952,0.10091743119266056,,0.13333333333333333,0.09917355371900827,0.0738255033557047,0.1111111111111111,0.25,0.07407407407407407,0.125,,0.09090909090909091,,,0.043478260869565216,0.05,0.06666666666666667,0.03333333333333333,,,,,,,,,,,,,,
6,2010,0.07854703508227259,0.08919623170976147,0.08907422852376981,0.09971988795518208,0.09092682926829268,0.08253358925143954,0.08242074927953891,0.09227957971676565,0.07970634504457262,0.08310249307479224,0.08011243851018975,0.0927038626609442,0.07630522088353414,,0.09753483386923902,0.08027621924902892,0.060675883256528416,0.0959409594095941,0.08089500860585198,0.07621550591327202,0.0898876404494382,,0.12605042016806722,0.08444444444444445,0.08376963350785341,,0.10714285714285714,0.07407407407407407,0.06060606060606061,0.10198300283286119,,,0.11607142857142858,0.07272727272727272,,0.15217391304347827,,0.5,0.11764705882352941,,,0.09375,0.05555555555555555,,0.13793103448275862,,,,0.07692307692307693,,,,,,,,,,
6,2011,0.07351208014142604,0.09917355371900827,0.09449781659388647,0.09466089466089467,0.09060269627279936,0.07224334600760456,0.0723905723905724,0.09339294585196224,0.08929532006455083,0.08242811501597444,0.08163265306122448,0.08537886872998933,0.07705779334500876,0.06604572396274344,0.09587513935340022,0.06457345971563981,,0.08695652173913043,0.07377049180327869,0.0959409594095941,0.11746031746031746,0.08088235294117647,0.07142857142857142,0.06763285024154589,0.07514450867052024,0.058823529411764705,0.0963855421686747,0.12,0.08333333333333333,0.11917098445595854,0.2222222222222222,0.06493506493506493,0.08433734939759036,0.13114754098360656,0.125,0.10638297872340426,0.14285714285714285,,0.14285714285714285,,,,0.045454545454545456,0.09090909090909091,0.14705882352941177,,,,0.09090909090909091,,,,,,,0.5,,,
6,2012,0.07758094074526573,0.08403361344537816,0.08402471315092674,0.08688569101276133,0.0856453558504222,0.08675902793549853,0.09489427539969056,0.0860566448801743,0.09346787041954328,0.07589984350547731,0.08695652173913043,0.06903765690376569,0.05547226386806597,0.07848837209302326,0.08278580814717477,0.08030592734225621,0.07625786163522012,0.08408408408408409,0.08123791102514506,0.08464566929133858,0.12612612612612611,0.04602510460251046,0.08056872037914692,0.08620689655172414,0.11585365853658537,0.05656108597285068,0.12389380530973451,0.07462686567164178,0.08264462809917356,0.125,0.029411764705882353,0.18181818181818182,0.13513513513513514,0.0425531914893617,0.07692307692307693,0.06666666666666667,0.23076923076923078,0.1111111111111111,0.12,,0.1,0.16666666666666666,0.041666666666666664,0.21428571428571427,0.09523809523809523,,,,0.1111111111111111,,,,,,,,,,
6,2013,0.07961564859299931,0.08481554677206851,0.08846153846153847,0.08331377610889462,0.08666256914566688,0.07528200098087298,0.07829977628635347,0.07353730542136339,0.06968278731149245,0.08061153578874218,0.07807620237351655,0.07368421052631578,0.08582089552238806,0.07647058823529412,0.10265700483091787,0.08258928571428571,0.08558558558558559,0.08244994110718493,0.08921933085501858,0.06776180698151951,0.08379888268156424,0.020512820512820513,0.0942622950819672,0.08771929824561403,0.06206896551724138,0.09944751381215469,0.13725490196078433,0.07913669064748201,0.07142857142857142,0.12162162162162163,0.06451612903225806,0.07017543859649122,0.11494252873563218,0.05555555555555555,,0.022222222222222223,0.125,,0.05,0.2,0.17647058823529413,0.038461538461538464,0.05555555555555555,0.18181818181818182,0.034482758620689655,,,,0.25,,,,,,,,,,
6,2014,0.0846531184302733,0.0948411450141554,0.09269565217391304,,0.09209486166007905,0.08921933085501858,0.08846918489065607,0.09287925696594428,0.06962351727694688,0.07652060170045781,0.09626345788473717,0.08924652523774688,,0.06893687707641195,0.09592061742006615,0.08871745419479267,0.09960552268244575,0.09578107183580388,0.06326530612244897,0.07212475633528265,0.10789473684210527,0.1357142857142857,0.08064516129032258,0.10196078431372549,0.06779661016949153,0.10362694300518134,0.09803921568627451,0.0915032679738562,0.06870229007633588,0.112,0.037037037037037035,0.09523809523809523,0.0821917808219178,0.0625,,0.09090909090909091,0.2222222222222222,,0.15,,0.0625,,0.17391304347826086,0.07692307692307693,0.1,,,,,,,,,,,,,,
6,2015,0.0916633741604109,0.09033203125,0.08774862109309711,0.08055770720371805,0.09113300492610837,0.07822744743386842,0.09263657957244656,0.07213930348258707,0.07150153217568948,0.07863247863247863,0.09237726098191215,0.08451347647327546,0.062237762237762236,0.08539167254763586,,0.07402234636871509,0.06926829268292684,0.08834355828220859,0.07344632768361582,0.07894736842105263,0.06038647342995169,0.1167192429022082,0.10119047619047619,0.06403940886699508,0.16587677725118483,0.07222222222222222,0.08074534161490683,0.10215053763440861,0.05217391304347826,0.04504504504504504,0.06896551724137931,0.06382978723404255,0.10869565217391304,0.15151515151515152,,0.10256410256410256,,,0.05,,0.13636363636363635,0.19230769230769232,0.07692307692307693,0.14285714285714285,0.1111111111111111,,,,0.3333333333333333,,,,,,,,,,
6,2016,0.07365213935620613,0.09014185670676962,0.08557418538437203,0.07209580838323354,0.08584474885844749,0.08671241422333126,0.08607480847228481,0.08,0.06548856548856549,0.08671328671328671,0.09143593045717965,0.08757062146892655,0.06726825266611977,0.08613138686131387,0.12403100775193798,0.08068459657701711,0.07032590051457976,0.10616438356164383,0.08132530120481928,0.1,0.07871720116618076,0.07600950118764846,0.08031088082901554,0.11917098445595854,0.08095238095238096,0.056338028169014086,0.057803468208092484,0.08163265306122448,0.06060606060606061,0.09090909090909091,0.05263157894736842,0.04838709677419355,0.19607843137254902,0.025,,0.1694915254237288,,,0.04411764705882353,,0.17142857142857143,0.1724137931034483,0.1,0.07692307692307693,,,,,0.09090909090909091,,,,,,,,,,
6,2017,0.07406931964056483,0.08744734625105308,0.08503913305237809,0.07827260458839407,0.08632326820603908,0.0750996433815817,0.09383588535531999,0.06982193064667291,0.08740601503759399,0.08183776022972003,0.07397793640493186,0.07495523151701203,0.08905380333951762,0.07562457798784605,0.07995618838992333,0.0986378581493659,0.07603186097031137,0.09689922480620156,0.0970625798212005,0.09243697478991597,0.08888888888888889,0.3939393939393939,0.0707070707070707,0.07954545454545454,0.09541984732824428,0.09183673469387756,0.10040160642570281,0.07692307692307693,0.10152284263959391,0.1348314606741573,0.08196721311475409,0.05,0.10738255033557047,0.1111111111111111,0.10526315789473684,0.0641025641025641,,,0.06329113924050633,0.5,0.0625,0.05555555555555555,0.1111111111111111,0.22727272727272727,0.07692307692307693,,0.3333333333333333,,0.08333333333333333,,,,1.0,,,,,,
6,2018,0.08056755089450957,0.08658536585365853,0.0867538715982559,0.07367650646499146,,,0.08481333816600217,0.07834471675371635,0.07131862493586455,0.07818930041152264,0.08112874779541446,,0.06175771971496437,0.07383040935672515,0.09152542372881356,0.07832238504295098,0.08129496402877698,,,0.07932692307692307,,0.18018018018018017,0.08380681818181818,0.09259259259259259,,0.10215053763440861,0.10915492957746478,0.047619047619047616,0.06635071090047394,0.0975609756097561,0.1038961038961039,0.078125,0.08035714285714286,0.027777777777777776,0.15,0.1111111111111111,,,0.08823529411764706,0.2,0.038461538461538464,0.1111111111111111,0.15625,,,,,,,,1.0,,,,,,,,
6,2019,0.08072746303807406,0.09164541772911354,0.08132322536181943,0.09270859433725884,0.08278204898980869,0.07671899181958877,0.07861866274797942,0.08647140864714087,,0.0711743772241993,0.07909967845659165,0.07639243740419009,0.033846153846153845,0.07014542343883662,0.02875399361022364,0.08421052631578947,0.08096590909090909,0.0703781512605042,0.08588957055214724,0.04854368932038835,0.08525345622119816,0.022727272727272728,0.0784,0.08196721311475409,0.08298755186721991,0.03418803418803419,0.09427609427609428,0.07526881720430108,,0.028985507246376812,0.013333333333333334,0.08695652173913043,0.08108108108108109,0.1,,0.056910569105691054,,,0.06315789473684211,,0.12575757575757576,0.08333333333333333,0.03125,0.06,0.12121212121212122,,,,0.2,,0.19298245614035087,0.11764705882352941,,0.3333333333333333,,,,,
6,2020,,0.06522451655195018,0.07689996996094924,0.07749898826386079,0.0740273396424816,0.04421983575489577,0.08108108108108109,0.08898157803267293,0.05616605616605617,0.045396825396825394,0.07790463398253862,0.04954268292682927,0.07692307692307693,0.05979643765903308,0.06976744186046512,0.03536977491961415,0.06613226452905811,0.10664335664335664,0.05339805825242718,0.10526315789473684,0.07526881720430108,0.16666666666666666,0.041935483870967745,0.08,0.10555555555555556,0.02857142857142857,0.08949416342412451,0.07352941176470588,0.0782122905027933,0.034482758620689655,0.10144927536231885,0.21739130434782608,0.08771929824561403,0.037037037037037035,0.023255813953488372,0.11538461538461539,0.13333333333333333,0.1,0.047619047619047616,,,,0.08333333333333333,0.02564102564102564,0.375,,,,,0.052735229759299784,0.046153846153846156,0.038461538461538464,0.047619047619047616,,,,,,
6,2021,,0.07517230325372656,,0.07280915744042034,0.08840486867392697,0.09014940491263611,0.09430551370894848,,0.06915477497255763,0.07864774916798038,0.07929264118653737,0.07287671232876712,0.036036036036036036,0.08484848484848485,0.16393442622950818,0.03651685393258427,0.0797979797979798,0.08843537414965986,0.0726643598615917,0.07407407407407407,0.10163934426229508,0.2,0.06710310965630115,0.16666666666666666,0.06962025316455696,0.02702702702702703,,0.1111111111111111,0.07262569832402235,,0.0875,0.15384615384615385,,0.034482758620689655,0.022727272727272728,0.08695652173913043,0.2,0.3333333333333333,0.08035714285714286,,0.07411907654921021,0.2,0.21951219512195122,0.058823529411764705,0.23076923076923078,,,,0.14285714285714285,0.07596699882138648,,,0.03333333333333333,,,,,,
6,2022,,,0.08775566611387507,,0.09262908947575876,0.07356002775850104,,0.09051412020275162,0.07142857142857142,,0.08248009101251422,0.10307767464582315,0.041666666666666664,0.08250355618776671,0.06666666666666667,0.07219662058371736,0.07071483474250577,0.08620689655172414,0.08353510895883777,0.058823529411764705,0.11304347826086956,,,0.07766990291262135,0.0893854748603352,,0.09536784741144415,0.14634146341463414,0.08536585365853659,0.0625,,,0.09392265193370165,0.2,0.08888888888888889,,0.125,,,,0.09054593874833555,,,0.06666666666666667,0.07692307692307693,,,,,0.07505320936484822,0.03225806451612903,0.05405405405405406,0.21428571428571427,,0.16666666666666666,,,,
7,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,0.3333333333333333,,,,0.3333333333333333,,,,,0.5,,,,,0.125,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,
7,2001,,,,,0.3333333333333333,,,,,,,,0.047619047619047616,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2004,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2005,1.0,,,,,,,,0.3333333333333333,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2006,,0.05263157894736842,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,0.2,,,,,,,,0.5,,,,,,,,,,
7,2007,0.02631578947368421,0.007518796992481203,0.015625,,0.041666666666666664,,,0.125,0.023809523809523808,0.041666666666666664,,,,0.02127659574468085,0.11764705882352941,,,0.056338028169014086,,0.05660377358490566,0.045454545454545456,,,0.5,,,,0.041666666666666664,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2008,0.09442583003350594,0.09631544925662573,0.09911831626848691,0.07462298491939677,0.08283378746594006,0.08838203848895225,0.09986130374479889,0.09202153695545766,0.10625379477838494,0.07375381485249237,0.07793764988009592,0.08430913348946135,0.07947019867549669,0.0738562091503268,0.09218950064020487,,0.07410881801125703,0.0811232449297972,0.12582781456953643,0.12016021361815754,0.10294117647058823,0.043795620437956206,0.06870229007633588,0.06882591093117409,0.10614525139664804,0.08768267223382047,0.11764705882352941,,0.1037037037037037,0.11704834605597965,0.05263157894736842,0.06862745098039216,0.09411764705882353,,,0.09259259259259259,0.07692307692307693,,0.07407407407407407,,,0.19230769230769232,0.10714285714285714,0.15789473684210525,0.029411764705882353,,,,0.21428571428571427,,,,,,,,,,
7,2009,0.0903869407496977,0.09697648376259799,0.09462433197107828,0.08681577398469688,0.09645669291338582,0.08838500694123091,0.108155002891845,0.09606986899563319,0.07329842931937172,0.07230320699708455,,0.07423208191126279,0.0711864406779661,0.09486166007905138,0.08232711306256861,0.07808219178082192,0.07113985448666128,0.08493589743589744,0.12935323383084577,,0.06231454005934718,0.12828947368421054,0.07079646017699115,,0.09473684210526316,0.09437751004016064,0.06382978723404255,0.1144578313253012,0.11926605504587157,,0.13333333333333333,0.06611570247933884,0.06711409395973154,0.04938271604938271,,0.12962962962962962,0.125,0.5,0.09090909090909091,,0.25,0.13043478260869565,0.2,0.06666666666666667,,,,,,,,,,,,,,,
7,2010,0.07513194660043465,0.08719182200841852,0.09491242702251877,0.07927170868347339,0.09560975609756098,0.08966273649574993,0.0904899135446686,0.09090909090909091,0.08809648662821185,0.07368421052631578,0.08924806746310611,0.09785407725321889,0.06559571619812583,,0.10182207931404073,0.0880448856279672,0.07526881720430108,0.08487084870848709,0.11876075731497418,0.07621550591327202,0.1348314606741573,,0.058823529411764705,0.05333333333333334,0.1099476439790576,,0.10714285714285714,0.0962962962962963,0.09090909090909091,0.0906515580736544,,,0.11607142857142858,0.14545454545454545,,0.043478260869565216,,,0.11764705882352941,,,0.125,,0.09090909090909091,0.06896551724137931,,,,0.15384615384615385,,,,,,,,,,
7,2011,0.07778432527990571,0.10032673457620603,0.09572052401746725,0.11544011544011544,0.0880253766851705,0.0856975723895876,0.09652076318742986,0.08147044212617983,0.08068854222700376,0.09648562300319488,0.0844475721323012,0.064034151547492,0.07705779334500876,0.09229466553767993,0.08472686733556299,0.09537914691943128,,0.10869565217391304,0.09508196721311475,0.07564575645756458,0.10793650793650794,0.08333333333333333,0.05042016806722689,0.0821256038647343,0.06358381502890173,0.0855614973262032,0.060240963855421686,0.088,0.10416666666666667,0.09844559585492228,0.1111111111111111,0.15584415584415584,0.1566265060240964,0.09836065573770492,0.125,0.1276595744680851,0.14285714285714285,,,,0.14285714285714285,0.05555555555555555,0.18181818181818182,0.09090909090909091,0.08823529411764706,,,,0.09090909090909091,,,,,,,,,,
7,2012,0.07620647525962126,0.09505135387488328,0.09867608120035304,0.09150149334781428,0.09589867310012062,0.09516238928003634,0.09489427539969056,0.10784313725490197,0.08178438661710037,0.09076682316118936,0.0759144237405107,0.08158995815899582,0.09295352323838081,0.07703488372093023,0.09198423127463863,0.08349267049075844,0.08569182389937106,0.08408408408408409,0.10444874274661509,0.10236220472440945,0.1111111111111111,0.08368200836820083,0.07582938388625593,0.08045977011494253,0.07317073170731707,0.08597285067873303,0.07079646017699115,0.11194029850746269,0.09090909090909091,0.08695652173913043,0.08823529411764706,0.14545454545454545,0.12162162162162163,0.06382978723404255,,0.08333333333333333,,0.1111111111111111,0.12,,0.1,0.08333333333333333,0.08333333333333333,,0.047619047619047616,,,,,,,,,,,,,,
7,2013,0.07728208647906658,0.09782608695652174,0.09353146853146853,0.08542595634827506,0.09239909854538005,0.08460029426189308,0.10794183445190157,0.09071390230810521,0.0811232449297972,0.09589993050729674,0.09306683322923173,0.08987854251012145,0.0708955223880597,0.08823529411764706,0.09782608695652174,0.08258928571428571,0.06756756756756757,0.0812720848056537,0.10408921933085502,0.07597535934291581,0.08100558659217877,0.03076923076923077,0.10655737704918032,0.12280701754385964,0.11724137931034483,0.06906077348066299,0.0784313725490196,0.09352517985611511,0.13392857142857142,0.14864864864864866,0.16129032258064516,0.10526315789473684,0.09195402298850575,0.1111111111111111,,0.06666666666666667,0.0625,,0.05,0.4,0.11764705882352941,0.07692307692307693,0.16666666666666666,,0.034482758620689655,,,,0.25,,,,,,,,,,
7,2014,0.08493342676944639,0.09609940232777603,0.09965217391304348,0.09787156630889576,0.09426877470355731,0.07527881040892194,0.08946322067594434,0.09494324045407637,0.08715832903558535,0.08371484630477437,0.07726409119696011,0.09875640087783467,,0.0739202657807309,0.07717750826901874,0.08389585342333655,0.07199211045364892,0.07981755986316989,0.12448979591836734,0.08966861598440545,0.10789473684210527,0.16071428571428573,0.09274193548387097,0.10196078431372549,0.05649717514124294,0.06217616580310881,0.08823529411764706,0.08496732026143791,0.0916030534351145,0.144,0.07407407407407407,0.023809523809523808,0.0958904109589041,,0.09090909090909091,0.01818181818181818,,0.2,0.1,,,,0.08695652173913043,,0.05,,0.4,,,,,,,,,,,,
7,2015,0.08600026340050046,0.09765625,0.08106301186695637,0.06919700490575781,0.09264873057976507,0.08048835631924034,0.09691211401425179,0.08159203980099503,0.0822267620020429,0.08034188034188035,0.09043927648578812,0.08634079488350845,0.06293706293706294,0.08045165843330981,,0.07402234636871509,0.07317073170731707,0.09079754601226994,0.11581920903954802,0.08991228070175439,0.10144927536231885,0.19873817034700317,0.07738095238095238,0.11330049261083744,0.061611374407582936,0.10555555555555556,0.11801242236024845,0.11290322580645161,0.11304347826086956,0.0990990990990991,0.06896551724137931,0.0851063829787234,0.10869565217391304,0.06060606060606061,,0.1794871794871795,0.07142857142857142,,0.1,,0.09090909090909091,0.2692307692307692,0.15384615384615385,,,,0.5,,0.3333333333333333,,,,,,,,,,
7,2016,0.07789111140548417,0.09463099299694738,0.09727934198038596,0.07425149700598803,0.08894977168949772,0.09627781243501768,0.09328526363226679,0.10047619047619048,0.07432432432432433,0.06783216783216783,0.0849967804249839,0.08545197740112995,0.06644790812141099,0.10437956204379562,0.08527131782945736,0.09535452322738386,0.07890222984562607,0.09931506849315068,0.1144578313253012,0.06875,0.08163265306122448,0.5201900237529691,0.09585492227979274,0.10362694300518134,0.09047619047619047,0.08450704225352113,0.08092485549132948,0.047619047619047616,0.10606060606060606,0.10909090909090909,0.05263157894736842,0.03225806451612903,0.14705882352941177,0.05,,0.15254237288135594,0.1111111111111111,,0.058823529411764705,,0.02857142857142857,0.034482758620689655,0.05,0.23076923076923078,0.07142857142857142,,,,0.09090909090909091,,,,,,,,,,
7,2017,,0.10193765796124685,0.09406983744732089,0.09365721997300945,0.08756660746003553,0.09125235997482693,0.1005104043973302,0.08575445173383317,0.0756578947368421,0.0990667623833453,0.08241401687216093,0.07649015093374265,0.061224489795918366,0.07697501688048616,0.0832420591456736,0.10662282761860029,0.07096307023895727,0.06492248062015504,0.10983397190293742,0.07773109243697479,0.0380952380952381,0.1349862258953168,0.09898989898989899,0.08522727272727272,0.08396946564885496,0.07142857142857142,0.06827309236947791,0.06293706293706294,0.09137055837563451,0.14606741573033707,0.13114754098360656,0.06666666666666667,0.1610738255033557,0.08333333333333333,0.05263157894736842,0.16666666666666666,,,0.0759493670886076,,,0.05555555555555555,0.14814814814814814,0.09090909090909091,,,,,,,,,,,,0.5,,,
7,2018,0.07884022208513264,0.1,0.09231694482032778,0.0902659185167114,,,0.09387459224356651,0.08678184009642427,0.06926629040533606,0.08024691358024691,0.08641975308641975,,0.07957244655581948,0.08114035087719298,0.08022598870056497,0.09600808489135927,0.07266187050359713,,,0.08653846153846154,,0.16216216216216217,0.08096590909090909,0.12037037037037036,,0.0913978494623656,0.09507042253521127,0.047619047619047616,0.0995260663507109,0.10975609756097561,0.1038961038961039,0.09375,0.125,0.08333333333333333,0.1,0.06172839506172839,0.0625,,0.17647058823529413,,0.0673076923076923,0.2222222222222222,0.0625,,,,,,,,,,,,,,,,
7,2019,0.08373675258406385,0.0967451627418629,0.08959338387319091,0.09320972187421699,0.09172179510101913,0.09484855184611983,0.09698750918442321,0.09902370990237098,,0.07544483985765124,0.0977491961414791,0.0807358201328564,0.036923076923076927,0.07442258340461934,0.025559105431309903,0.08881578947368421,0.08735795454545454,0.07247899159663866,0.08895705521472393,0.06796116504854369,0.08525345622119816,0.16666666666666666,0.0784,0.11065573770491803,0.07468879668049792,0.042735042735042736,0.09427609427609428,0.07526881720430108,,0.043478260869565216,0.12,0.13043478260869565,0.10810810810810811,0.04,,0.08943089430894309,0.06666666666666667,,0.12631578947368421,,0.11969696969696969,0.3333333333333333,0.21875,0.04,0.09090909090909091,0.25,,,,,0.12280701754385964,0.17647058823529413,,,,,,,
7,2020,,0.08947885939036382,0.09732652448182637,0.08963982193443949,0.09022082018927445,0.0574857864813645,0.10022522522522523,0.10531803962460896,0.06837606837606838,0.07238095238095238,0.08394895903290799,0.06402439024390244,0.08461538461538462,0.07506361323155217,,0.03751339764201501,0.04609218436873747,0.08041958041958042,0.06796116504854369,0.02631578947368421,0.051075268817204304,,0.05967741935483871,0.04,0.06666666666666667,0.05714285714285714,0.11478599221789883,0.04411764705882353,0.0893854748603352,0.034482758620689655,0.08695652173913043,0.21739130434782608,0.14035087719298245,,0.046511627906976744,0.09230769230769231,,,0.05714285714285714,,,,0.125,0.10256410256410256,0.041666666666666664,,,,,0.06903719912472647,0.03076923076923077,0.11538461538461539,,,,,,,
7,2021,0.07798025043265805,0.09857348934124058,,0.07562394445486958,0.09865470852017937,0.0769815143074196,0.10665863211810786,,0.0982436882546652,0.09196006305832895,0.08214489446662863,0.08328767123287671,0.06306306306306306,0.06666666666666667,0.14754098360655737,0.06741573033707865,0.10505050505050505,0.08390022675736962,0.11245674740484429,0.1111111111111111,0.07540983606557378,,0.06382978723404255,0.15384615384615385,0.12658227848101267,0.02702702702702703,,0.08333333333333333,0.11173184357541899,0.14285714285714285,0.1,,,0.10344827586206896,0.13636363636363635,0.125,,,0.09821428571428571,,0.05953827460510328,,0.0975609756097561,0.08823529411764706,,,,,0.14285714285714285,,,,,,0.125,,,,
7,2022,0.0864297253634895,,0.09480375898286346,,0.09164367363027197,0.06500115660421003,,0.08834178131788559,0.0885518590998043,,0.09670079635949944,0.08597948216902784,0.08333333333333333,0.08534850640113797,0.08,0.09984639016897082,0.09531129900076864,0.09655172413793103,0.1016949152542373,0.11764705882352941,0.06521739130434782,,,0.05825242718446602,0.10614525139664804,0.05,0.05994550408719346,0.0975609756097561,0.08536585365853659,0.0625,,,0.11049723756906077,0.06666666666666667,0.044444444444444446,,0.125,,,,0.06524633821571238,,,0.17777777777777778,0.15384615384615385,,0.25,,,,0.06451612903225806,,,,0.16666666666666666,,,,
8,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2000,0.3333333333333333,,0.5,,,,1.0,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,
8,2001,0.08333333333333333,,,,,,,,,,,1.0,,,0.16666666666666666,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2002,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2003,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2004,,0.2,0.25,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2005,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.25,,,,1.0,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2006,,,,,,,,,,,,,,0.2222222222222222,,,,0.14285714285714285,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,
8,2007,0.039473684210526314,0.015037593984962405,0.03125,,0.041666666666666664,,,,0.047619047619047616,0.041666666666666664,,,,0.0851063829787234,0.058823529411764705,,,0.056338028169014086,,0.09433962264150944,0.045454545454545456,,,,0.05,,0.14285714285714285,0.0625,,1.0,0.2,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
8,2008,0.0839171489491319,0.09782374488256841,0.09371444823663254,0.09152366094643785,0.10063578564940963,0.07792824899025896,0.0957004160887656,0.11209006363191386,0.09168184578020644,0.06408952187182096,0.08992805755395683,0.08274785323965651,0.08609271523178808,0.0869281045751634,0.09475032010243278,,0.10975609756097561,0.08580343213728549,0.08874172185430464,0.09479305740987984,0.08823529411764706,0.058394160583941604,0.09541984732824428,0.10526315789473684,0.0782122905027933,0.08977035490605428,0.0196078431372549,,0.08148148148148149,0.11450381679389313,0.05263157894736842,0.1568627450980392,0.12941176470588237,,0.2,0.14814814814814814,,,,,0.3333333333333333,0.07692307692307693,0.07142857142857142,0.05263157894736842,,,,,,,,,,,,,,,
