,,Burglary/Breaking & Entering,All Other Larceny,Destruction/Damage/Vandalism of Property,Motor Vehicle Theft,Simple Assault,Shoplifting,Aggravated Assault,Intimidation,Theft From Building,Theft of Motor Vehicle Parts or Accessories,Robbery,Trespass of Real Property,Impersonation,Credit Card/Automated Teller Machine Fraud,"Family Offenses, Nonviolent",Drug/Narcotic Violations,Driving Under the Influence,False Pretenses/Swindle/Confidence Game,Weapon Law Violations,Bad Checks,Counterfeiting/Forgery,Prostitution,Stolen Property Offenses,Pocket-picking,Fondling,Drug Equipment Violations,Wire Fraud,Embezzlement,Rape,Liquor Law Violations,Sodomy,Curfew/Loitering/Vagrancy Violations,Arson,Purse-snatching,Sexual Assault With An Object,Kidnapping/Abduction,Peeping Tom,Welfare Fraud,Extortion/Blackmail,Incest,Identity Theft,Assisting or Promoting Prostitution,Murder & Nonnegligent Manslaughter,Pornography/Obscene Material,Theft From Coin-Operated Machine or Device,Negligent Manslaughter,Justifiable Homicide,Betting/Wagering,Statutory Rape,Theft From Motor Vehicle,Hacking/Computer Invasion,Animal Cruelty,Purchasing Prostitution,Drunkenness,"Human Trafficking, Commercial Sex Acts",Bribery,Operating/Promoting/Assisting Gambling,Gambling Equipment Violation,"Human Trafficking, Involuntary Servitude"
12,2009,,0.08353863381858903,0.08032065388242692,0.11771630370806356,0.07539370078740157,0.07311429893567793,0.06015037593984962,0.07423580786026202,0.07737056428155904,0.07755102040816327,,0.06996587030716724,0.08983050847457627,0.07312252964426877,0.06586169045005488,0.06027397260273973,0.1293451899757478,0.046474358974358976,0.06301824212271974,,0.10979228486646884,0.023026315789473683,0.09734513274336283,,0.09473684210526316,0.06224899598393574,0.0425531914893617,0.0783132530120482,0.07339449541284404,,,0.0743801652892562,0.053691275167785234,0.07407407407407407,,0.018518518518518517,,,0.045454545454545456,,,0.043478260869565216,0.1,0.13333333333333333,0.1,1.0,,,,,,,,,,0.5,,,
12,2010,0.09174169512573735,0.08117859290438965,0.08040033361134279,0.06582633053221289,0.07804878048780488,0.0800658075130244,0.08242074927953891,0.0767473732297853,0.09229155742003146,0.07645429362880886,0.08924806746310611,0.08068669527896996,0.058902275769745646,,0.07395498392282958,0.06517047906776004,0.11213517665130568,0.06457564575645756,0.04991394148020654,0.056504599211563734,0.09737827715355805,,0.05042016806722689,0.05333333333333334,0.08376963350785341,,0.125,0.1037037037037037,0.10101010101010101,0.056657223796033995,,,0.05357142857142857,0.09090909090909091,,0.021739130434782608,0.1111111111111111,,0.23529411764705882,0.5,,0.0625,0.1111111111111111,0.09090909090909091,0.10344827586206896,,,,0.07692307692307693,,,,,,,,,,
12,2011,0.09163229228049499,0.0884105323851624,0.0862882096069869,0.07215007215007214,0.07652656621728787,0.0804328751096812,0.07463524130190796,0.07451564828614009,0.0849919311457773,0.06517571884984026,0.10063335679099226,0.09391675560298826,0.07005253940455342,0.11685012701100762,0.06577480490523968,0.07049763033175356,,0.07971014492753623,0.06393442622950819,0.06088560885608856,0.04126984126984127,0.04656862745098039,0.09243697478991597,0.09178743961352658,0.057803468208092484,0.06684491978609626,0.14457831325301204,0.056,0.0625,0.031088082901554404,0.1111111111111111,0.07792207792207792,0.08433734939759036,0.06557377049180328,,0.0425531914893617,0.07142857142857142,0.3333333333333333,0.2857142857142857,,0.14285714285714285,0.05555555555555555,0.13636363636363635,,,,,,0.09090909090909091,,,,,,,0.5,,,
12,2012,,0.08197945845004669,0.07908208296557812,0.08932935107249525,0.08041817450743868,0.07903702021349081,0.07581227436823104,0.0920479302832244,0.0849707912904939,0.09311424100156494,0.0821256038647343,0.08577405857740586,0.07946026986506746,0.08357558139534883,0.07227332457293036,0.07393244104525175,0.11713836477987422,0.07057057057057058,0.06963249516441006,0.06692913385826772,0.1111111111111111,0.012552301255230125,0.11374407582938388,0.07471264367816093,0.09146341463414634,0.08823529411764706,0.07964601769911504,0.08208955223880597,0.05785123966942149,0.03804347826086957,0.058823529411764705,0.07272727272727272,0.05405405405405406,0.0425531914893617,0.07692307692307693,0.11666666666666667,0.15384615384615385,,0.08,,0.1,0.08333333333333333,,0.14285714285714285,0.047619047619047616,,,,0.1111111111111111,0.07490144546649145,,,,,,,,,
12,2013,0.08332189430336308,0.08728590250329381,0.0743006993006993,0.09105843698662286,0.08871132964556443,0.08827856792545366,0.08277404921700224,0.062265163714439076,0.10036401456058243,0.08617095205003475,0.07870081199250469,0.07935222672064778,0.09950248756218906,0.07426470588235294,0.08333333333333333,0.06696428571428571,0.11981981981981982,0.07773851590106007,0.055762081784386616,0.09856262833675565,0.10614525139664804,0.08205128205128205,0.05737704918032787,0.08333333333333333,0.06896551724137931,0.04143646408839779,0.09803921568627451,0.10071942446043165,0.08035714285714286,0.05405405405405406,,0.03508771929824561,0.04597701149425287,0.16666666666666666,0.08333333333333333,0.022222222222222223,,1.0,,,,,0.1111111111111111,0.13636363636363635,0.10344827586206896,,,,0.125,,,,,,,,,,
12,2014,0.08577435178696566,0.09059452658068574,0.07756521739130434,0.058213571038748406,0.07944664031620553,0.0866635687732342,0.07405566600397614,0.06914344685242518,0.0778751933986591,0.05428384565075212,0.08993033565547814,0.09509875640087784,,0.08970099667774087,0.06945975744211687,0.055930568948891035,0.09072978303747535,0.08779931584948689,0.05918367346938776,0.07017543859649122,0.09210526315789473,,0.08870967741935484,0.058823529411764705,0.07909604519774012,0.046632124352331605,0.0392156862745098,0.12418300653594772,0.0916030534351145,0.064,0.1111111111111111,0.023809523809523808,0.0821917808219178,0.0625,0.18181818181818182,0.10909090909090909,,,,,0.0625,,0.13043478260869565,,0.05,,,1.0,,,,,,,,,,,
12,2015,0.09363887791386803,0.08414713541666667,0.08340297509610563,0.10689388071262587,0.07427055702917772,0.09314944607732309,0.08076009501187649,0.08358208955223881,0.10061287027579162,0.09401709401709402,0.06847545219638243,0.0918227501142074,0.05454545454545454,0.08609738884968243,,0.07960893854748603,0.0721951219512195,0.09325153374233129,0.07203389830508475,0.06798245614035088,0.07971014492753623,0.015772870662460567,0.08630952380952381,0.11330049261083744,0.08056872037914692,0.1,0.08074534161490683,0.11827956989247312,0.043478260869565216,0.04504504504504504,0.10344827586206896,0.0851063829787234,0.06521739130434782,0.12121212121212122,,0.07692307692307693,0.07142857142857142,,0.075,,0.045454545454545456,,0.07692307692307693,0.07142857142857142,0.16666666666666666,,0.5,,,,,,,,,,,,
12,2016,0.0902106239236985,0.09229664212605494,0.08098702942106928,0.08838323353293413,0.07726027397260274,0.08130588479933458,0.08337088778729157,0.08952380952380952,0.11330561330561331,0.08881118881118881,0.08177720540888603,0.08686440677966102,0.09598031173092698,0.09708029197080292,0.06866002214839424,0.07946210268948656,0.11406518010291596,0.07191780821917808,0.07379518072289157,0.0875,0.09620991253644315,,0.07772020725388601,0.08808290155440414,0.0761904761904762,0.12206572769953052,0.06358381502890173,0.09523809523809523,0.08585858585858586,0.02727272727272727,0.07017543859649122,0.11290322580645161,0.029411764705882353,0.075,0.1,0.05084745762711865,0.1111111111111111,,0.10294117647058823,0.25,0.05714285714285714,0.06896551724137931,0.05,0.15384615384615385,0.07142857142857142,,,,0.18181818181818182,,,,,,,,,,
12,2017,0.09088575096277278,0.09604043807919124,0.0773630343166767,0.08178137651821862,0.08099467140319716,0.09293056429620307,0.077345897133883,0.07778819119025304,0.09116541353383459,0.07537688442211055,0.0791693705386113,0.09311844461499105,0.07328385899814471,0.09588116137744768,0.06571741511500548,0.0751526538280883,0.10861694424330195,0.08333333333333333,0.07279693486590039,0.07563025210084033,0.09523809523809523,0.030303030303030304,0.1111111111111111,0.09659090909090909,0.09541984732824428,0.07653061224489796,0.10843373493975904,0.055944055944055944,0.1319796954314721,0.02247191011235955,0.04918032786885246,0.016666666666666666,0.08053691275167785,0.08333333333333333,0.15789473684210525,0.08974358974358974,,0.5,0.10126582278481013,,0.125,0.16666666666666666,0.1111111111111111,0.045454545454545456,0.23076923076923078,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,
12,2018,0.08895743368291179,0.09801829268292683,0.08284468500977296,0.08197121249085143,,,0.07647698441464298,0.0739252711932503,0.10620831195484864,0.08847736625514403,0.07583774250440917,,0.07244655581947744,0.08845029239766082,0.07231638418079096,0.07579585649317837,0.1223021582733813,,,0.08413461538461539,,0.15315315315315314,0.08238636363636363,0.09722222222222222,,0.08602150537634409,0.056338028169014086,0.06349206349206349,0.0947867298578199,0.07317073170731707,0.1038961038961039,0.109375,0.0625,0.08333333333333333,,0.1111111111111111,,,0.06862745098039216,0.2,0.1346153846153846,0.1111111111111111,0.03125,,,,0.5,,,,,,1.0,,,,,,
12,2019,0.08543765537092765,0.08534573271336433,0.07822191592005513,0.08619393635680281,0.0790273556231003,0.07716117621047977,0.08706833210874357,0.08612273361227336,,0.0804270462633452,0.0842443729903537,0.06949412365866121,0.04,0.07527801539777587,0.02875399361022364,0.06842105263157895,0.10298295454545454,0.08403361344537816,0.06748466257668712,0.019417475728155338,0.08525345622119816,,0.1008,0.0942622950819672,0.07053941908713693,0.05128205128205128,0.0707070707070707,0.08602150537634409,,0.057971014492753624,0.12,0.021739130434782608,0.06306306306306306,0.08,,0.08130081300813008,,0.3333333333333333,0.09473684210526316,,0.09848484848484848,,0.03125,0.06,0.06060606060606061,0.25,,,,,0.14035087719298245,0.11764705882352941,,,,,,,
12,2020,,0.11766633890527696,0.08050465605286873,0.0924726831242412,0.06898002103049422,0.08622867972204674,0.07394894894894895,0.0764685436218283,0.08913308913308914,0.13904761904761906,0.08730691739422432,0.06440548780487805,0.08461538461538462,0.09287531806615776,0.11627906976744186,0.06216505894962487,0.07414829659318638,0.06118881118881119,0.06957928802588997,0.10526315789473684,0.0967741935483871,,0.08709677419354839,0.02666666666666667,0.08888888888888889,0.1,0.0914396887159533,0.07352941176470588,0.11173184357541899,0.06896551724137931,0.07246376811594203,0.043478260869565216,0.09941520467836257,0.1111111111111111,,0.06153846153846154,0.13333333333333333,,0.08571428571428572,,,,0.020833333333333332,0.10256410256410256,,,,,,0.0826039387308534,0.07692307692307693,0.11538461538461539,0.047619047619047616,,,,,,
12,2021,,0.08719346049046321,,0.10020641771439294,0.07986333546871663,0.09268169156748544,0.08014462187405845,,0.09495060373216246,0.07391837449640917,0.07701083856246435,0.10246575342465754,0.06306306306306306,0.06666666666666667,0.04918032786885246,0.06741573033707865,0.09595959595959595,0.07482993197278912,0.07612456747404844,0.14814814814814814,0.07540983606557378,0.26666666666666666,0.07364975450081833,0.07692307692307693,0.0949367088607595,0.02702702702702703,,0.027777777777777776,0.0893854748603352,0.14285714285714285,0.075,0.07692307692307693,,,0.06818181818181818,0.10869565217391304,,0.3333333333333333,0.0625,1.0,0.06682867557715674,,0.04878048780487805,0.08823529411764706,,,,,0.14285714285714285,0.09064609450337512,,,0.13333333333333333,,0.125,,,,
12,2022,0.06865912762520193,,0.07020453289110005,,0.0727236893969255,0.08003701133472126,,0.06915278783490224,0.09197651663405088,,0.05915813424345848,0.06741573033707865,0.041666666666666664,0.06543385490753911,0.09333333333333334,0.055299539170506916,0.08378170637970792,0.03793103448275862,0.06053268765133172,0.029411764705882353,0.07391304347826087,,,0.02912621359223301,0.0446927374301676,,0.04904632152588556,0.07317073170731707,0.054878048780487805,,,,0.03867403314917127,0.06666666666666667,0.08888888888888889,,0.125,,,,0.08122503328894808,,,0.022222222222222223,0.23076923076923078,,,,,0.0646353758261454,0.11290322580645161,0.05405405405405406,,,,,,,
